id,noun,article,plural,translation,niveau,level,createdAt,updatedAt,deletedAt
722,Spaziergang,Der,Spaziergänge,Paseo / Vuelta,A2.2,beginner,12/06/20,,
723,Vorstellung,Die,Vorstellungen,Función / Presentación,A2.2,beginner,12/06/20,,
724,Lesung,Die,Lesungen,Lectura / Lección,A2.2,beginner,12/06/20,,
725,Vernissage,Die,Vernissagen,Día de inauguración,A2.2,beginner,12/06/20,,
726,Poetry Slam,Der,Poetry Slam,Batalla de Poesia,A2.2,beginner,12/06/20,,
727,Konzert,Das,Konzerts,Concierto,A2.2,beginner,12/06/20,,
728,Puppentheater,Das,Puppentheater,Teatro de marionetas,A2.2,beginner,12/06/20,,
729,Ballet,Das,Ballet,Ballet,A2.2,beginner,12/06/20,,
730,Oper,Die,Opern,Ópera,A2.2,beginner,12/06/20,,
731,Musical,Das,Musicals,Musical,A2.2,beginner,12/06/20,,
732,Zirkus,Der,Zirkusse,Circo,A2.2,beginner,12/06/20,,
733,Fotoworkshop,Der,Fotoworkshops,Taller de fotografía,A2.2,beginner,12/06/20,,
734,Vortrag,Der,Vorträge,Conferencia,A2.2,beginner,12/06/20,,
735,Autor,Der,Autoren,Autor,A2.2,beginner,12/06/20,,
736,Autorin,Die,Autorinen,Autora,A2.2,beginner,12/06/20,,
737,Bilderbuch,Das,Bilderbücher,Libro ilustrado,A2.2,beginner,12/06/20,,
738,Comic,Der,Comics,Historieta,A2.2,beginner,12/06/20,,
739,Gedicht,Das,Gedichte,Poema,A2.2,beginner,12/06/20,,
740,Geschichte,Die,Geschichten,Historia / Cuento,A2.2,beginner,12/06/20,,
741,Hörbuch,Das,Hörbücher,Audiolibro,A2.2,beginner,12/06/20,,
742,Kinderbuch,Das,Kinderbücher,Libro infantil,A2.2,beginner,12/06/20,,
743,Krimi,Der,Krimis,Novela Policial,A2.2,beginner,12/06/20,,
744,Literature,Die,Literature,Literatura,A2.2,beginner,12/06/20,,
745,Märchen,Das,Märchen,Cuento de hadas,A2.2,beginner,12/06/20,,
746,Ratgeber,Der,Ratgeber,Consejero / Libro de autoayuda,A2.2,beginner,12/06/20,,
747,Roman,Der,Romane,Novela,A2.2,beginner,12/06/20,,
748,Sachbuch,Das,Sachbücher,Libro de divulgación científica,A2.2,beginner,12/06/20,,
749,Zeitschrift,Die,Zeitschriften,Revista,A2.2,beginner,12/06/20,,
750,Zeitung,Die,Zeitungen,Periódico,A2.2,beginner,12/06/20,,
751,Alltag,Der,Alltag,La vida cotidiana,A2.2,beginner,12/06/20,,
752,(Bett) Decke,Die,Decken,Manta / Cobertor / Colcha,A2.2,beginner,12/06/20,,
753,Interesse,Das,Interessen,Interés,A2.2,beginner,12/06/20,,
754,Profi,Der,Profis,Profesional,A2.2,beginner,12/06/20,,
755,Verwandte,Der / Die,Verwandten,Relativo,A2.2,beginner,12/06/20,,
756,Ausweis,Der,Ausweise,Identificación,A2.2,beginner,12/06/20,,
757,Bargeld,Das,Bargeld,Efectivo,A2.2,beginner,12/06/20,,
758,EC-Karte,Die,EC-Karten,Tarjeta de débito,A2.2,beginner,12/06/20,,
759,Telefonkarte,Die,Telefonkarten,Tarjeta telefónica,A2.2,beginner,12/06/20,,
760,Gesundheitskarte,Die,Gesundheitskarten,Tarjeta sanitaria,A2.2,beginner,12/06/20,,
761,Feuerwehr,Die,Feuerwehren,Departamento de bomberos,A2.2,beginner,12/06/20,,
762,Polizist,Der,Polizisten,Agente de policia,A2.2,beginner,12/06/20,,
763,Polizistin,Die,Polizistinen,Agente de policia,A2.2,beginner,12/06/20,,
764,Schloss,Das,Schlösser,Cerradura / Candado / Cerrojo,A2.2,beginner,12/06/20,,
765,Täter,Der,Täter,Delincuente / Autor del hecho,A2.2,beginner,12/06/20,,
766,Versicherung,Die,Versicherungen,Seguridad,A2.2,beginner,12/06/20,,
767,Zeuge,Der,Zeugen,Testigo,A2.2,beginner,12/06/20,,
768,Glühbirne,Die,Glühbirnen,Foco,A2.2,beginner,12/06/20,,
769,Hammer,Der,Hammer,Mazo / Martillo,A2.2,beginner,12/06/20,,
770,Liste,Die,Listen,Lista,A2.2,beginner,12/06/20,,
771,Strom,Der,Strom,Oleada de gente / Corriente / Torrente,A2.2,beginner,12/06/20,,
772,Titel,Der,Titel,Título / Dictado,A2.2,beginner,12/06/20,,
773,Führerschein,Der,Führerscheine,Licencia de conducir,A2.2,beginner,12/06/20,,
774,Kundenkarte,Die,Kundenkarten,Tarjeta de débito,A2.2,beginner,12/06/20,,
775,Anmeldung,Die,Anmeldungen,Inscripción / Registro,A2.2,beginner,12/06/20,,
776,Buchstabe,Der,Buchstaben,Caracteres / Letras,A2.2,beginner,12/06/20,,
777,Chipkarte,Die,Chipkarten,Tarjeta inteligente,A2.2,beginner,12/06/20,,
778,Daten,Die,Daten,Datos,A2.2,beginner,12/06/20,,
779,Passwort,Das,Passwörte,Contraseña,A2.2,beginner,12/06/20,,
780,Vertrag,Der,Verträge,Contrato / Pacto,A2.2,beginner,12/06/20,,
781,Zahl,Die,Zahlen,Número / Cifra,A2.2,beginner,12/06/20,,
782,Fahrkarte,Die,Fahrkarten,Billete,A2.2,beginner,12/06/20,,
783,Mitglied,Das,Mitrglieder,Miembro / Integrante,A2.2,beginner,12/06/20,,
784,Organisation,Die,Organisationen,Organización,A2.2,beginner,12/06/20,,
785,Steuer,Die,Steuern,Impuesto / Contribución,A2.2,beginner,12/06/20,,
786,Unwelt,Die,Unwelt,Medio ambiente / Entorno,A2.2,beginner,12/06/20,,
787,Verbindung,Die,Verbindungen,Conexión / Vinculo / Asociación,A2.2,beginner,12/06/20,,
788,Ziel,Das,Ziele,Objetivo / Finalidad,A2.2,beginner,12/06/20,,
789,Benutzername,Der,Namen,Nombre de usuario,A2.2,beginner,12/06/20,,
790,Sonderzeichen,Das,Sonderzeichen,Caracter especial / Simbolos,A2.2,beginner,12/06/20,,
791,Abitur,Das,Abitur,Escuela secundaria,A2.2,beginner,12/06/20,,
792,Berufschule,Die,Berufschulen,Escuela Vocacional,A2.2,beginner,12/06/20,,
793,Fachnochschule,Die,Fachnochschulen,Escuela Técnica Superior,A2.2,beginner,12/06/20,,
794,Gesamtschule,Die,Gesamtschulen,Escuela secundaria,A2.2,beginner,12/06/20,,
795,Gymnasium,Das,Gymnsasien,Gimnasio / Colegio / Liceo / Instituto de enseñanza media,A2.2,beginner,12/06/20,,
796,Hauptschule,Die,Hauptschulen,Enseñanza general básica,A2.2,beginner,12/06/20,,
797,Lehre,Die,Lehren,Enseñanza,A2.2,beginner,12/06/20,,
798,Note,Die,Noten,Nota,A2.2,beginner,12/06/20,,
799,Realschule,Die,Realschulen,Escuela secundaria,A2.2,beginner,12/06/20,,
800,Zeugnis,Das,Zeugnisse,Calificaciones,A2.2,beginner,12/06/20,,
801,Bewerbung,Die,Bewerbungen,Aspiración / Candidatura,A2.2,beginner,12/06/20,,
802,Einkommen,Das,Einkommen,Ingreso,A2.2,beginner,12/06/20,,
803,Kündigung,Die,Kündigungen,Rescisión / Terminación,A2.2,beginner,12/06/20,,
804,Praktikant,Der,Praktikanten,Aprendiz / Pasante,A2.2,beginner,12/06/20,,
805,Tätigkeit,Die,Tätigkeiten,Profesión / oficio / Ocupación,A2.2,beginner,12/06/20,,
806,Elektroinstallateur,Der,Elektroinstallateure,Electricista,A2.2,beginner,12/06/20,,
807,Elektromonteur,Der,Elektromonteure,Electricista,A2.2,beginner,12/06/20,,
808,Laune,Die,Launen,Humor / Albedrio / Capricho,A2.2,beginner,12/06/20,,
809,Thema,Das,Themen,Tema / Materia,A2.2,beginner,12/06/20,,
810,Studium,Die,Studien,Carrera / Estudio,A2.2,beginner,12/06/20,,
811,Universität,Die,Universtäten,Universidad,A2.2,beginner,12/06/20,,
812,Semester,Das,Semester,Semestre,A2.2,beginner,12/06/20,,
813,Lebenslauf,Der,Lebensläufe,Curriculum,A2.2,beginner,12/06/20,,
814,Abflug,Der,Anflüge,Salida / Despegue,A2.2,beginner,12/06/20,,
815,Anschluss,Der,Anschlüse,Conexión / Empalme,A2.2,beginner,12/06/20,,
816,Impfung,Die,Impfungen,Vacunación,A2.2,beginner,12/06/20,,
817,Konsulat,Das,Konsulate,Consulado,A2.2,beginner,12/06/20,,
818,Kontrolle,Die,Kontrollen,Inspección,A2.2,beginner,12/06/20,,
819,Pass,Der,Pässe,Pasaporte,A2.2,beginner,12/06/20,,
820,Verspätung,Die,Verspätungen,Demora,A2.2,beginner,12/06/20,,
821,Visum,Das,Visa (?),Visa,A2.2,beginner,12/06/20,,
822,Zoll,Der,Zölle,Aduana,A2.2,beginner,12/06/20,,
823,Apartment,Das,Apartments,Departamento,A2.2,beginner,12/06/20,,
824,Erinnerung,Die,Erinnerungen,Memoria / Recuerdo,A2.2,beginner,12/06/20,,
825,Geburt,Die,Geburten,Nacimiento / Alumbramiento,A2.2,beginner,12/06/20,,
826,Kenntnis,Die,Kenntnisse,Conocimiento,A2.2,beginner,12/06/20,,
827,Zuhause,Das,Zuhause,Hogar,A2.2,beginner,12/06/20,,
828,Zukunft,Die,Zukunft,Futuro,A2.2,beginner,12/06/20,,
829,Grenze,Die,Grenzen,Frontera,A2.2,beginner,12/06/20,,
830,Auszubildende,Der,Auszubildenden,Aprendiz,B1.1,intermediate,12/06/20,,
831,Auszubildende,Die,Auszubildenden,Aprendiz,B1.1,intermediate,12/06/20,,
832,Erzieher,Der,Erzieher,Educador / Pedagogo / Preceptor,B1.1,intermediate,12/06/20,,
833,Gehalt,Das,Gehälter,Salario,B1.1,intermediate,12/06/20,,
834,Klima,Das,Klimata,Clima / Ambiente / Atmósfera,B1.1,intermediate,12/06/20,,
835,Leistung,Die,Leistungen,Rendimiento / Resultado / Prestación / Obra,B1.1,intermediate,12/06/20,,
836,Leiter,Der,Leiter,Gerente / Director,B1.1,intermediate,12/06/20,,
837,Praxis,Die,Praxis,Bufete / Consultoria,B1.1,intermediate,12/06/20,,
838,Theorie,Die,Theorien,Teoría,B1.1,intermediate,12/06/20,,
839,Überstunde,Die,Überstunden,Hora Extra,B1.1,intermediate,12/06/20,,
840,Veranwortung,Die,Veranwortung,Responsabilidad,B1.1,intermediate,12/06/20,,
841,Gelegenheit,Die,Gelegenheiten,Oportunidad,B1.1,intermediate,12/06/20,,
842,Held,Der,Helden,Héroe / Protagonista / Campeón,B1.1,intermediate,12/06/20,,
843,Lärm,Der,Lärm,Ruido / Tumulto,B1.1,intermediate,12/06/20,,
844,Bedienung,Die,Bedienungen,Servicio,B1.1,intermediate,12/06/20,,
845,Qualität,Die,Qualität,Calidad,B1.1,intermediate,12/06/20,,
846,Reaktion,Die,Reaktionen,Reacción,B1.1,intermediate,12/06/20,,
847,Schreiben,Das,Schreiben,El escrito / carta / nota,B1.1,intermediate,12/06/20,,
848,Verlag,Der,Verlage,Editorial,B1.1,intermediate,12/06/20,,
849,Werbung,Die,Werbung,Publicidad,B1.1,intermediate,12/06/20,,
850,Apparat,Der,Apparate,Aparato,B1.1,intermediate,12/06/20,,
851,Ansage,Die,Ansagen,Anuncio / Notificación,B1.1,intermediate,12/06/20,,
852,Anschluss,Der,Anschlüse,Conexión / Línea,B1.1,intermediate,12/06/20,,
853,Auskunft,Die,Auskünfte,Informe,B1.1,intermediate,12/06/20,,
854,Durchwahl,Die,Durchwahlen,Número directo,B1.1,intermediate,12/06/20,,
855,Direktwahl,Die,Direktwahlen,Número directo,B1.1,intermediate,12/06/20,,
856,Taste,Die,Tasten,Tecla / Botón,B1.1,intermediate,12/06/20,,
857,Abteilung,Die,Abteilungen,División / Departament,B1.1,intermediate,12/06/20,,
858,Datum,Das,Datum,Fecha,B1.1,intermediate,12/06/20,,
859,Jugend,Die,Jugend,Juventud,B1.1,intermediate,12/06/20,,
860,Kopie,Die,Kopien,Copia,B1.1,intermediate,12/06/20,,
861,Abshied,Der,Abschiede,Despedida,B1.1,intermediate,12/06/20,,
862,Begrüßung,Die,Begrüßungen,Bienvenida / Saludo,B1.1,intermediate,12/06/20,,
863,Freundschaft,Die,Freundschaften,Amistad,B1.1,intermediate,12/06/20,,
864,Gastfreundschaft,Die,Gastfreundschaften,Hospitalidad,B1.1,intermediate,12/06/20,,
865,Kantine,Die,Kantinen,Cantina / Comedor colectivo,B1.1,intermediate,12/06/20,,
866,Nachtisch,Der,Nachtische,Postre,B1.1,intermediate,12/06/20,,
867,Reihenfolge,Die,Reihenfolgen,Orden / Serie / Cadencia,B1.1,intermediate,12/06/20,,
868,Unterhaltung,Die,Unterhaltungen,Entretenimiento,B1.1,intermediate,12/06/20,,
869,Verständnis,Das,Verständnis,Comprensión,B1.1,intermediate,12/06/20,,
870,Erkältung,Die,Erkältungen,Resfrío,B1.1,intermediate,12/06/20,,
871,Fall,Der,Fälle,Caso,B1.1,intermediate,12/06/20,,
872,Vorstellung,Die,Vorstellungen,Idea / Presentación,B1.1,intermediate,12/06/20,,
873,Gespräch,Das,Gespräche,Entrevista / Dialogo / Conversación,B1.1,intermediate,12/06/20,,
874,Zeichen,Das,Zeichen,Señal / seña,B1.1,intermediate,12/06/20,,
875,Hinweis,Der,Hinweise,Indicio / Indicación,B1.1,intermediate,12/06/20,,
876,Pflicht,Die,Pflichten,Deber / Obligación,B1.1,intermediate,12/06/20,,
877,Rat,Der,Rat,Consejo,B1.1,intermediate,12/06/20,,
878,Unterschied,Der,Unterschiede,Diferencia,B1.1,intermediate,12/06/20,,
879,Bewegung,Die,Bewegungen,Movimiento,B1.1,intermediate,12/06/20,,
880,Gesellschaft,Die,Gesellschaft,Empresa / Sociedad / Asociación,B1.1,intermediate,12/06/20,,
881,Möhre,Die,Möhren,Zanahoria,B1.1,intermediate,12/06/20,,
882,Zoo,Der,Zoos,Zoológico,B1.1,intermediate,12/06/20,,
883,König,Der,Könige,Rey,B1.1,intermediate,12/06/20,,
884,Königin,Die,Königinen,Reina,B1.1,intermediate,12/06/20,,
885,Nachteil,Der,Nachteile,Desventaja,B1.1,intermediate,12/06/20,,
886,Vorteil,Der,Vorteile,Ventaja,B1.1,intermediate,12/06/20,,
887,Anleitung,Die,Anleitungen,Instrucción / Manuales,B1.1,intermediate,12/06/20,,
888,Cafeteria,Die,Cafeterias / Cafeterien,Cafetería,B1.1,intermediate,12/06/20,,
889,Ergebnis,Das,Ergebnise,Resultado / Consecuencia / Efecto,B1.1,intermediate,12/06/20,,
890,Fähigkeit,Die,Fähigkeiten,Capacidad / Habilidad,B1.1,intermediate,12/06/20,,
891,Feier,Die,Feiern,Celebración,B1.1,intermediate,12/06/20,,
892,Feierabend,Der,Feierabende,Día de fiesta,B1.1,intermediate,12/06/20,,
893,Freiheit,Die,Freiheiten,Libertad,B1.1,intermediate,12/06/20,,
894,Handwerker,Der,Handwerker,Artesano,B1.1,intermediate,12/06/20,,
895,Krankenpfleger,Der,Krankenpfleger,Enfermero,B1.1,intermediate,12/06/20,,
896,Langeweile,Die,Langeweile,Aburrimiento,B1.1,intermediate,12/06/20,,
897,Lösung,Die,Lösungen,Solución,B1.1,intermediate,12/06/20,,
898,Psychologie,Die,Psychologie,Psicología,B1.1,intermediate,12/06/20,,
899,Schriftsteller,Der,Schriftsteller,Escritor,B1.1,intermediate,12/06/20,,
900,Rasen,Der,Rasen,Césped,B1.1,intermediate,12/06/20,,
901,Freie,Das,Freien,"Franco, desocupado",B1.1,intermediate,12/06/20,,
902,Krankenkasse,Die,Krankenkassen,Seguro de salud,B1.1,intermediate,12/06/20,,
903,Mahlzeit,Die,Mahlzeiten,Comida,B1.1,intermediate,12/06/20,,
904,Nahrungsmittel,Das,Nahrungsmittel,Alimento,B1.1,intermediate,12/06/20,,
905,Nichtraucher,Der,Nichtraucher,No Fumador,B1.1,intermediate,12/06/20,,
906,Risiko,Das,Risiken,Riesgo,B1.1,intermediate,12/06/20,,
907,Sucht,Die,Süchte,"Adicción, afán",B1.1,intermediate,12/06/20,,
908,Suchtmittel,Das,Suchtmittel,Sustancia adictiva,B1.1,intermediate,12/06/20,,
909,Verhalten,Das,Verhalten,Comportamiento,B1.1,intermediate,12/06/20,,
910,Arbeitnehmer,Der,Arbeitnehmer,Empleado,B1.1,intermediate,12/06/20,,
911,Beziehung,Die,Beziehungen,Relación,B1.1,intermediate,12/06/20,,
912,Dank,Der,Dank,Agradecimiento,B1.1,intermediate,12/06/20,,
913,Durchschnitt,Der,Durchschnitte,Promedio,B1.1,intermediate,12/06/20,,
914,Durchschnittsalter,Das,Durchschnittsalter,Promedio de edad,B1.1,intermediate,12/06/20,,
915,Inhalt,Der,Inhalte,Contenido,B1.1,intermediate,12/06/20,,
916,Leitung,Die,Leitungen,"Administración, dirección, gerencia",B1.1,intermediate,12/06/20,,
917,Unternehmensleitung,Die,Unternehmensleitungen,Administración de la empresa,B1.1,intermediate,12/06/20,,
918,Netz,Das,Netze,Red,B1.1,intermediate,12/06/20,,
919,Netzwerk,Das,Netzwerke,Red de trabajo,B1.1,intermediate,12/06/20,,
920,Preis,Der,Preise,Premio / Precio,B1.1,intermediate,12/06/20,,
921,Schachtel,Die,Schachteln,Caja,B1.1,intermediate,12/06/20,,
922,Situation,Die,Situationen,Situación,B1.1,intermediate,12/06/20,,
923,Stelle,Die,Stellen,"Lugar, sitio / Cargo, puesto",B1.1,intermediate,12/06/20,,
924,Tatsache,Die,Tatsachen,Hecho,B1.1,intermediate,12/06/20,,
925,Übung,Die,Übungen,Ejercicio,B1.1,intermediate,12/06/20,,
926,Verbot,Das,Verbote,Prohibición,B1.1,intermediate,12/06/20,,
927,Verhältnis,Das,Verhältnise,Proporción,B1.1,intermediate,12/06/20,,
928,Weiterbildung,Die,Weiterbildungen,"Educación superior, perfeccionamiento",B1.1,intermediate,12/06/20,,
929,Zusammenhang,Der,Zusammenhänge,"Nexo, relación / Contexto",B1.1,intermediate,12/06/20,,
930,Batterie,Die,Batterien,Bateria,B1.1,intermediate,12/06/20,,
931,Benzin,Das,Benzin,Gasolina,B1.1,intermediate,12/06/20,,
932,Gedanke,Der,Gedanken,Pensamiento / Reflexión,B1.1,intermediate,12/06/20,,
933,Portmonnaie,Das,Portmonnaies,Monedero / billetera,B1.1,intermediate,12/06/20,,
934,Rede,Die,Reden,Discurso / Oración,B1.1,intermediate,12/06/20,,
935,Schein,Der,Scheine,Certificado / Licencia,B1.1,intermediate,12/06/20,,
936,Lottoschein,Der,Lottoscheine,Billete de loteria,B1.1,intermediate,12/06/20,,
937,Stau,Der,Staus,Tráfico,B1.1,intermediate,12/06/20,,
938,Strecke,Die,Strecken,Ruta / Distancia / Recorrido,B1.1,intermediate,12/06/20,,
939,Zeug,Das,Zeug,Cosas / Herramientas / Utensillos / Instrumentos,B1.1,intermediate,12/06/20,,
940,CD-ROM,Die,CD-ROMS,CD,B1.1,intermediate,12/06/20,,
941,Viertelstunde,Die,Viertelstunden,Cuarto de hora,B1.1,intermediate,12/06/20,,
942,Gefühl,Das,Gefühle,Sentimiento,B1.1,intermediate,12/06/20,,
943,Hoffnung,Die,Hoffnungen,Esperanza,B1.1,intermediate,12/06/20,,
944,Pilz,Der,Pilze,Hongos,B1.1,intermediate,12/06/20,,
945,Stern,Der,Sterne,Estrella,B1.1,intermediate,12/06/20,,
946,Automat,Der,Automaten,Máquina / Distribuidor,B1.1,intermediate,12/06/20,,
947,Geldautomat,Der,Geldautomaten,Cajero Automático,B1.1,intermediate,12/06/20,,
948,Bankomat,Der,Bankomaten,Cajero Automático,B1.1,intermediate,12/06/20,,
949,Betrieb,Der,Betriebe,Empresa / Negocio / Establecimiento,B1.1,intermediate,12/06/20,,
950,Bürgersteig,Der,Bürgersteige,Vereda,B1.1,intermediate,12/06/20,,
951,Kasse,Die,Kassen,Caja / Tesorería,B1.1,intermediate,12/06/20,,
952,Leser,Der,Leser,Lector,B1.1,intermediate,12/06/20,,
953,Zertifikat,Das,Zertifikate,Certificado,B1.1,intermediate,12/06/20,,
954,Betriebsrat,Der,Betriebsräte,Comité de Empresa / Obras,B1.1,intermediate,12/06/20,,
955,Broschüre,Die,Broschuren,Folleto,B1.1,intermediate,12/06/20,,
956,Buffet,Das,Buffets,Bufé,B1.1,intermediate,12/06/20,,
957,Gewerkschaft,Die,Gewerschaften,Sindicato,B1.1,intermediate,12/06/20,,
958,Herausforderung,Die,Herausforderungen,Desafio / Reto / provocación,B1.1,intermediate,12/06/20,,
959,Mühe,Die,Mühen,Esfuerzo / Tarea / Dificultad,B1.1,intermediate,12/06/20,,
960,Sicherheit,Die,Sicherheiten,Seguridad / acierto / certeza,B1.1,intermediate,12/06/20,,
961,Verbesserung,Die,Verbesserungen,Mejora,B1.1,intermediate,12/06/20,,
962,Versammlung,Die,Versammlungen,Asamblea / Reunión,B1.1,intermediate,12/06/20,,
963,Vorstellung,Die,Vorstellungen,Idea / Presentación,B1.1,intermediate,12/06/20,,
964,Wahl,Die,Wahlen,Elección,B1.1,intermediate,12/06/20,,
965,Abgehörige,Der / Die,Abgehörigen,Miembro / Socio / Integrante,B1.1,intermediate,12/06/20,,
966,Biergarten,Der,Biergärten,Bar al aire libre,B1.1,intermediate,12/06/20,,
967,Boot,Das,Boote,Barco / Embarcación,B1.1,intermediate,12/06/20,,
968,Kreis,Der,Kreise,Círculo / circuito / órbita,B1.1,intermediate,12/06/20,,
969,Pkw,Der,Pkws,Coche,B1.1,intermediate,12/06/20,,
970,Politik,Die,Politik,Política,B1.1,intermediate,12/06/20,,
971,Religion,Die,Religion,Religión,B1.1,intermediate,12/06/20,,
972,Wetterbericht,Der,Wetterberichte,Informe metereológico,B1.1,intermediate,12/06/20,,
973,Abenteuer,Das,Abenteuer,Aventura,B1.1,intermediate,12/06/20,,
974,Abenteuerlust,Die,Abenteuerlust,Espíritu aventurero,B1.1,intermediate,12/06/20,,
975,Freude,Die,Freuden,Placer / Alegria,B1.1,intermediate,12/06/20,,
976,Lebensfreude,Die,Lebensfreude,Alegria de vivir,B1.1,intermediate,12/06/20,,
977,Humor,Der,Humor,Humor,B1.1,intermediate,12/06/20,,
978,Mut,Der,Mut,Valentia,B1.1,intermediate,12/06/20,,
979,Dame,Die,Damen,Dama,B1.1,intermediate,12/06/20,,
980,Entscheidung,Die,Entscheidungen,Decisión,B1.1,intermediate,12/06/20,,
981,Nachhilfe,Die,Nachhilfen,Ayuda / Tutoria,B1.1,intermediate,12/06/20,,
982,Professor,Der,Professoren,Profesor,B1.1,intermediate,12/06/20,,
983,Respekt,Der,Respekt,Respeto,B1.1,intermediate,12/06/20,,
984,Bewohner,Der,Bewohner,Residente,B1.1,intermediate,12/06/20,,
985,Bürste,Die,Bürsten,Cepillo,B1.1,intermediate,12/06/20,,
986,Klobürste,Die,Klobürsten,Cepillo de baño,B1.1,intermediate,12/06/20,,
987,Eigentum,Das,Eigentum,Propiedad / Patrimonio,B1.1,intermediate,12/06/20,,
988,Eigentumswohnung,Die,Eigentumswohnungen,Condominio,B1.1,intermediate,12/06/20,,
989,Hausmeister,Der,Hausmeister,Conserje,B1.1,intermediate,12/06/20,,
990,Helm,Das,Helme,Casco,B1.1,intermediate,12/06/20,,
991,Hof,Der,Höfe,Granja / Patio,B1.1,intermediate,12/06/20,,
992,Innenhof,Der,Innenhöfe,Patio interior,B1.1,intermediate,12/06/20,,
993,Innenstadt,Die,Innenstädte,Centro urbano,B1.1,intermediate,12/06/20,,
994,Kosten,Die,Kosten,Costo,B1.1,intermediate,12/06/20,,
995,Lage,Die,Lage,Ubicación,B1.1,intermediate,12/06/20,,
996,Lift,Der,Lifte,Ascensor,B1.1,intermediate,12/06/20,,
997,Makler,Der,Makler,Agente / Corredor,B1.1,intermediate,12/06/20,,
998,Höhe,Die,Höhe,Altura / Altitud,B1.1,intermediate,12/06/20,,
999,Miethöhe,Die,Miethöhe,Renta / Alquiler,B1.1,intermediate,12/06/20,,
1000,Mietzins,Der,Mietzins,Renta / Alquiler,B1.1,intermediate,12/06/20,,
1001,Mülleimer,Der,Mülleimer,Papelera / Tacho de Basura,B1.1,intermediate,12/06/20,,
1002,Ofen,Der,Ofen,Horno / Estufa,B1.1,intermediate,12/06/20,,
1003,Quartier,Das,Quartiere,Alojamiento / Habitación,B1.1,intermediate,12/06/20,,
1004,Tarrase,Die,Tarrasen,Terraza,B1.1,intermediate,12/06/20,,
1005,Vorort,Der,Vororte,Barrio / Suburbio,B1.1,intermediate,12/06/20,,
1006,Wohnblock,Der,Wohnblöcke,Bloque de viviendas,B1.1,intermediate,12/06/20,,
1007,Fläche,Die,Flächen,Área / Superficie,B1.1,intermediate,12/06/20,,
1008,Mangel,Der,Mangel,Escasez / Carencia / Desperfecto,B1.1,intermediate,12/06/20,,
1009,Wohnungsmangel,Der,Wohnungsmangel,Escasez de viviendas,B1.1,intermediate,12/06/20,,
1010,Zugang,Der,Zugänge,Acceso,B1.1,intermediate,12/06/20,,
1011,Bevölkerung,Die,Bevölkerungen,Población / Habitación,B1.1,intermediate,12/06/20,,
1012,Bürger,Der,Bürger,Ciudadano / Habitante,B1.1,intermediate,12/06/20,,
1013,Einwohner,Der,Einwohner,Habitante,B1.1,intermediate,12/06/20,,
1014,Staat,Der,Staaten,Estado,B1.1,intermediate,12/06/20,,
1015,Staatsangehörigkeit,Die,Staatsangehörigkeiten,Nacionalidad,B1.1,intermediate,12/06/20,,
1016,Hälfte,Die,Hälften,Mitad,B1.1,intermediate,12/06/20,,
1017,Drittel,Das,Drittel,Tercio,B1.1,intermediate,12/06/20,,
1018,Viertel,Das,Viertel,Cuarto,B1.1,intermediate,12/06/20,,
1019,Funftel,Das,Funftel,Quinto,B1.1,intermediate,12/06/20,,
1020,Fotograf,Der,Fotografen,Fotógrafo,B1.1,intermediate,12/06/20,,
1021,Illustrierte,Die,Illustrierten,Revista,B1.1,intermediate,12/06/20,,
1022,Interview,Das,Interviews,Entrevista,B1.1,intermediate,12/06/20,,
1023,Rolle,Die,Rollen,Rol / Papel,B1.1,intermediate,12/06/20,,
1024,Tod,Der,Tode,Muerte,B1.1,intermediate,12/06/20,,
1025,Festplatte,Die,Festplatten,Disco duro,B1.1,intermediate,12/06/20,,
1026,Fortschritt,Der,Fortschritte,Progreso,B1.1,intermediate,12/06/20,,
1027,Gerät,Das,Geräte,Dispositivo / Utensillo,B1.1,intermediate,12/06/20,,
1028,Kommunikation,Die,Kommunikation,Comunicación,B1.1,intermediate,12/06/20,,
1029,Laufwerk,Das,Laufwerke,Lectora de CD,B1.1,intermediate,12/06/20,,
1030,Maus,Die,Mause,Mouse,B1.1,intermediate,12/06/20,,
1031,Mitteilung,Die,Mitteilungen,Notificación / Informe,B1.1,intermediate,12/06/20,,
1032,System,Das,Systeme,Sistema / Método,B1.1,intermediate,12/06/20,,
1033,Tastatur,Die,Tastaturen,Teclado,B1.1,intermediate,12/06/20,,
1034,Technik,Die,Techniken,Tecnología / Procedimiento / Técnica,B1.1,intermediate,12/06/20,,
1035,Transport,Der,Transporte,Transporte,B1.1,intermediate,12/06/20,,
1036,Ansicht,Die,Ansichten,Opinión,B1.1,intermediate,12/06/20,,
1037,Überzeugung,Die,Überzeugungen,Convicción / Convencimiento,B1.1,intermediate,12/06/20,,
1038,Alternative,Die,Alternativen,Alternativa,B1.1,intermediate,12/06/20,,
1039,Diplom,Das,Diplome,Diploma,B1.1,intermediate,12/06/20,,
1040,Ernährung,Die,Ernährung,Comida,B1.1,intermediate,12/06/20,,
1041,Platz,Der,Plätze,Puesto / Sitio,B1.1,intermediate,12/06/20,,
1042,Sinn,Der,Sinne,Sentido,B1.1,intermediate,12/06/20,,
1043,Verkehr,Der,Verkehr,Servicio / Tráfico / Circulación,B1.1,intermediate,12/06/20,,
1044,Versprechen,Das,Versprechen,Promesa / Palabra,B1.1,intermediate,12/06/20,,
1045,Warnung,Die,Warnungen,Advertencia,B1.1,intermediate,12/06/20,,
